student_id,attendance_pct,past_marks,submission_rate,login_frequency,resume_scans_count,mock_interview_score,career_chat_activity_count,at_risk
STU-01391,25.0,25.0,0.157,4,5,20.0,4,1
STU-01392,40.9,36.0,0.327,0,1,23.6,5,1
STU-01393,30.8,38.0,0.198,0,1,20.0,0,1
STU-01394,41.0,48.3,0.226,0,1,20.0,0,1
STU-01395,60.4,78.0,0.676,1,3,74.7,5,0
STU-01396,52.3,47.8,0.346,2,5,32.4,4,0
STU-01397,60.0,66.8,0.295,0,2,33.1,3,0
STU-01398,70.3,46.7,0.609,2,1,37.8,2,0
STU-01399,62.8,50.1,0.474,0,4,23.3,5,0
STU-01400,31.0,36.3,0.357,0,1,20.0,4,1
STU-01401,34.8,52.3,0.309,0,7,32.0,1,0
STU-01402,67.5,51.6,0.682,10,7,70.5,4,0
STU-01403,74.7,69.6,0.757,3,0,68.5,2,0
STU-01404,48.0,30.4,0.322,5,2,57.0,6,0
STU-01405,82.0,62.1,0.559,0,0,52.9,5,0
STU-01406,48.4,45.6,0.322,0,2,20.0,1,1
STU-01407,57.9,44.3,0.479,4,4,48.2,8,0
STU-01408,65.3,65.3,0.504,4,4,80.0,6,0
STU-01409,20.0,25.0,0.05,4,0,25.0,2,1
STU-01410,34.6,25.0,0.066,2,1,46.2,1,1
STU-01411,20.0,30.5,0.137,0,1,20.0,2,1
STU-01412,20.1,25.0,0.07,1,1,20.0,3,1
STU-01413,49.3,31.2,0.381,4,4,66.9,2,0
STU-01414,38.6,47.9,0.1,0,0,30.3,7,1
STU-01415,66.6,37.5,0.454,8,4,36.3,4,0
STU-01416,34.8,30.6,0.082,0,4,26.0,4,1
STU-01417,59.3,79.6,0.518,0,2,48.4,3,0
STU-01418,86.8,80.5,0.821,8,3,83.2,13,0
STU-01419,52.9,62.2,0.446,3,1,25.5,3,0
STU-01420,73.5,69.0,0.699,0,5,60.6,8,0
STU-01421,45.9,46.1,0.334,0,3,36.6,3,0
STU-01422,53.1,43.5,0.512,6,2,49.0,10,0
STU-01423,30.1,25.0,0.05,0,7,42.5,9,1
STU-01424,29.5,27.7,0.185,6,1,20.0,7,1
STU-01425,30.1,31.6,0.255,6,6,80.1,15,0
STU-01426,45.8,48.8,0.115,2,3,35.3,7,1
STU-01427,72.0,70.9,0.526,0,1,58.6,2,0
STU-01428,79.8,70.3,0.575,0,2,51.7,2,0
STU-01429,46.0,36.6,0.149,8,7,43.8,7,0
STU-01430,74.3,59.4,0.747,5,4,75.2,6,0
STU-01431,26.6,25.0,0.05,0,2,20.0,4,1
STU-01432,54.8,59.1,0.356,2,5,64.0,5,0
STU-01433,56.1,41.4,0.395,0,1,35.0,2,0
STU-01434,35.6,32.2,0.217,6,4,20.0,2,1
STU-01435,58.6,64.5,0.542,0,1,34.4,2,0
STU-01436,52.9,47.6,0.475,9,2,68.1,7,0
STU-01437,46.7,46.4,0.307,0,0,41.1,3,1
STU-01438,20.0,31.5,0.146,0,1,20.0,1,1
STU-01439,42.0,39.8,0.298,1,0,42.6,3,1
STU-01440,50.6,65.9,0.492,3,9,51.7,10,0
STU-01441,43.6,44.7,0.256,1,6,42.1,12,0
STU-01442,58.5,58.4,0.563,1,0,69.8,5,0
STU-01443,50.1,61.0,0.427,0,1,47.0,1,0
STU-01444,56.8,64.8,0.442,0,1,40.7,2,0
STU-01445,44.8,41.5,0.331,5,8,47.3,4,0
STU-01446,25.3,25.2,0.05,0,6,20.0,6,1
STU-01447,76.5,80.6,0.6,0,2,53.5,2,0
STU-01448,43.9,38.8,0.285,0,3,44.5,4,1
STU-01449,67.9,64.3,0.513,0,1,49.6,1,0
STU-01450,83.0,79.4,0.861,9,1,54.8,3,0
STU-01451,59.9,54.1,0.319,0,4,30.3,3,0
STU-01452,58.3,60.7,0.674,4,5,53.9,4,0
STU-01453,75.4,77.6,0.586,2,4,69.6,11,0
STU-01454,76.2,90.9,0.771,3,3,90.8,5,0
STU-01455,64.7,52.3,0.457,8,10,84.1,8,0
STU-01456,62.1,42.8,0.223,0,2,50.2,3,0
STU-01457,82.1,77.1,0.742,6,2,77.3,2,0
STU-01458,20.0,29.2,0.18,0,0,20.0,5,1
STU-01459,62.4,52.2,0.53,0,3,44.7,0,0
STU-01460,44.4,53.8,0.359,4,3,51.7,7,0
STU-01461,58.0,67.4,0.351,4,1,47.8,6,0
STU-01462,38.6,37.9,0.1,0,5,26.4,3,1
STU-01463,25.7,25.0,0.296,0,2,20.0,5,1
STU-01464,20.0,25.0,0.05,1,3,20.0,3,1
STU-01465,25.1,25.0,0.275,0,3,35.3,6,1
STU-01466,51.4,33.4,0.351,11,8,54.2,10,0
STU-01467,49.2,50.7,0.411,6,4,53.7,11,0
STU-01468,82.5,89.5,0.838,0,0,60.3,8,0
STU-01469,69.5,90.7,0.532,2,4,87.5,8,0
STU-01470,46.1,46.4,0.5,5,3,33.4,10,0
STU-01471,58.3,61.5,0.49,0,2,20.0,2,0
STU-01472,36.7,42.3,0.377,0,0,23.9,4,1
STU-01473,56.7,46.1,0.39,5,4,37.2,4,0
STU-01474,55.5,54.2,0.74,12,3,52.2,9,0
STU-01475,52.7,41.8,0.527,0,1,20.7,2,1
STU-01476,51.3,40.1,0.471,6,2,64.5,2,0
STU-01477,59.9,61.4,0.553,0,3,21.3,4,0
STU-01478,39.6,25.0,0.222,2,3,27.7,3,1
STU-01479,74.5,53.6,0.701,15,3,59.5,4,0
STU-01480,100.0,100.0,1.0,6,2,94.4,4,0
STU-01481,63.9,53.6,0.425,2,0,63.5,3,0
STU-01482,77.5,70.6,0.658,1,6,62.0,5,0
STU-01483,46.6,49.3,0.471,5,2,73.6,11,0
STU-01484,74.8,74.1,0.456,4,5,68.4,6,0
STU-01485,39.1,50.2,0.374,0,4,46.8,4,0
STU-01486,52.1,40.7,0.396,4,6,54.9,4,0
STU-01487,44.9,34.9,0.328,3,3,46.1,2,0
STU-01488,58.3,54.5,0.43,0,3,66.5,1,0
STU-01489,30.3,25.0,0.193,0,1,31.9,6,1
STU-01490,61.1,50.4,0.377,0,3,47.1,4,0
STU-01491,68.3,81.7,0.703,3,4,48.1,4,0
STU-01492,65.6,56.7,0.53,3,3,53.7,4,0
STU-01493,48.3,36.7,0.639,0,3,30.2,2,0
STU-01494,66.8,63.6,0.535,7,4,63.0,9,0
STU-01495,52.7,45.2,0.358,3,5,84.3,9,0
STU-01496,81.4,54.9,0.625,5,3,36.7,1,0
STU-01497,22.4,25.0,0.32,5,9,32.3,7,1
STU-01498,52.9,49.8,0.273,7,5,52.7,4,0
STU-01499,20.0,25.0,0.062,2,1,20.0,5,1
STU-01500,40.4,49.0,0.466,11,5,44.2,6,0
STU-01501,74.4,85.0,0.668,0,1,60.3,7,0
STU-01502,64.0,76.2,0.63,1,3,63.8,7,0
STU-01503,41.3,60.2,0.47,4,3,46.3,5,0
STU-01504,32.5,27.3,0.174,4,2,20.0,5,1
STU-01505,20.0,25.0,0.05,0,3,20.0,5,1
STU-01506,44.7,52.5,0.338,12,6,59.8,17,0
STU-01507,87.9,93.5,0.882,1,3,84.4,3,0
STU-01508,56.5,54.0,0.331,0,3,40.4,3,0
STU-01509,49.5,39.6,0.477,8,1,60.9,10,0
STU-01510,70.2,65.6,0.474,5,2,54.0,5,0
STU-01511,21.5,25.0,0.05,0,2,20.8,3,1
STU-01512,56.2,47.4,0.474,5,1,30.5,6,0
STU-01513,53.6,58.6,0.559,6,2,38.0,1,0
STU-01514,63.4,47.1,0.335,4,4,71.2,6,0
STU-01515,84.1,58.3,0.715,9,4,65.5,6,0
STU-01516,60.0,46.0,0.624,0,4,54.8,2,0
STU-01517,61.2,54.0,0.614,4,3,49.8,9,0
STU-01518,34.3,25.9,0.339,0,1,38.9,5,1
STU-01519,68.7,74.2,0.806,5,2,56.4,7,0
STU-01520,93.4,86.7,0.739,5,3,70.2,5,0
STU-01521,33.0,39.2,0.397,0,3,20.0,7,1
STU-01522,39.3,34.3,0.078,0,1,20.2,3,1
STU-01523,77.7,85.9,0.766,3,0,67.0,7,0
STU-01524,44.7,50.7,0.368,0,1,26.4,3,1
STU-01525,67.0,73.1,0.468,0,0,35.2,5,0
STU-01526,20.0,42.6,0.243,1,6,42.0,5,1
STU-01527,85.0,89.3,0.855,5,6,63.8,5,0
STU-01528,35.5,42.6,0.235,0,2,20.0,5,1
STU-01529,66.2,66.4,0.538,1,2,43.4,4,0
STU-01530,68.0,60.1,0.685,0,2,63.3,2,0
STU-01531,65.9,47.0,0.584,11,4,68.4,5,0
STU-01532,39.0,26.3,0.246,0,3,42.6,1,1
STU-01533,59.7,53.5,0.492,6,7,55.0,3,0
STU-01534,59.7,69.6,0.5,0,1,42.7,4,0
STU-01535,33.8,25.0,0.249,4,2,32.9,7,1
STU-01536,63.5,77.7,0.523,5,2,35.8,1,0
STU-01537,45.9,27.5,0.287,2,2,40.5,7,1
STU-01538,79.0,68.8,0.665,7,0,60.9,3,0
STU-01539,20.0,25.0,0.05,4,4,20.0,3,1
STU-01540,36.5,33.2,0.475,3,2,24.9,2,1
STU-01541,32.1,25.0,0.219,5,4,37.9,2,1
STU-01542,40.5,42.0,0.391,5,2,52.5,4,0
STU-01543,77.0,70.0,0.785,10,1,71.8,6,0
STU-01544,34.8,51.0,0.161,0,1,43.6,3,1
STU-01545,26.6,34.6,0.197,0,4,24.9,5,1
STU-01546,52.4,41.5,0.331,0,1,20.0,2,1
STU-01547,69.4,57.1,0.334,10,7,73.1,17,0
STU-01548,34.5,45.8,0.25,4,4,21.6,5,1
STU-01549,68.5,42.0,0.678,0,2,29.6,2,0
STU-01550,64.1,50.0,0.515,0,1,50.0,5,0
STU-01551,70.6,61.6,0.641,5,4,52.1,5,0
STU-01552,56.1,46.3,0.474,0,1,27.2,6,0
STU-01553,76.2,59.7,0.66,13,2,84.4,12,0
STU-01554,100.0,100.0,1.0,10,1,86.0,9,0
STU-01555,56.6,44.8,0.453,5,3,53.4,10,0
STU-01556,54.0,47.3,0.474,5,4,56.4,5,0
STU-01557,35.9,37.5,0.205,0,1,43.3,5,1
STU-01558,20.0,25.0,0.148,0,2,24.3,9,1
STU-01559,28.2,25.0,0.275,1,4,20.0,5,1
STU-01560,30.5,25.4,0.269,0,2,20.0,4,1
STU-01561,35.9,41.3,0.231,0,3,25.1,5,1
STU-01562,79.6,51.4,0.641,9,2,64.5,4,0
STU-01563,52.2,56.1,0.594,3,3,24.9,4,0
STU-01564,42.9,33.0,0.401,4,1,31.6,5,1
STU-01565,67.0,76.6,0.601,2,2,72.4,2,0
STU-01566,69.1,68.7,0.512,5,6,51.6,6,0
STU-01567,47.1,61.0,0.571,5,2,44.9,6,0
STU-01568,48.3,28.7,0.242,0,4,20.0,4,1
STU-01569,65.1,60.7,0.663,7,5,61.9,9,0
STU-01570,64.1,42.8,0.571,3,5,49.8,5,0
STU-01571,23.3,25.0,0.279,4,4,25.1,4,1
STU-01572,42.2,51.6,0.326,0,4,33.5,4,0
STU-01573,55.4,57.3,0.149,0,2,22.2,4,0
STU-01574,35.0,25.0,0.272,1,2,23.3,1,1
STU-01575,66.3,50.4,0.662,3,2,40.1,5,0
STU-01576,20.0,25.0,0.05,0,3,20.0,2,1
STU-01577,81.3,81.2,0.682,4,2,69.3,6,0
STU-01578,78.3,61.1,0.794,5,1,70.2,6,0
STU-01579,38.3,25.0,0.195,0,2,36.4,2,1
STU-01580,50.1,56.6,0.604,0,4,23.4,2,0
STU-01581,20.0,25.0,0.05,4,3,20.0,6,1
STU-01582,33.5,25.2,0.209,7,8,64.0,8,0
STU-01583,41.1,39.7,0.357,0,2,36.0,4,0
STU-01584,35.6,32.7,0.18,1,1,20.0,3,1
STU-01585,80.3,68.3,0.686,8,2,69.8,3,0
STU-01586,100.0,90.9,0.898,10,10,100.0,9,0
STU-01587,27.2,32.7,0.31,2,0,33.6,5,1
STU-01588,31.8,33.2,0.292,1,1,33.2,5,1
STU-01589,45.6,46.4,0.453,0,3,46.1,0,0
STU-01590,99.9,84.9,0.764,4,0,55.3,6,0
STU-01591,36.4,29.6,0.351,2,2,27.4,2,1
STU-01592,67.4,71.9,0.892,7,4,63.9,7,0
STU-01593,80.8,93.4,0.849,7,5,94.8,5,0
STU-01594,31.8,30.8,0.259,7,3,47.4,2,1
STU-01595,35.8,25.0,0.127,2,3,25.3,1,1
STU-01596,52.1,41.3,0.417,11,11,60.5,8,0
STU-01597,59.1,42.1,0.444,8,3,27.2,4,0
STU-01598,77.1,61.1,0.457,0,1,61.5,2,0
STU-01599,39.2,37.7,0.275,0,2,21.5,2,1
STU-01600,29.3,32.3,0.458,9,4,49.2,11,0
STU-01601,61.1,68.7,0.673,5,1,61.0,4,0
STU-01602,40.5,27.4,0.128,1,4,49.5,9,1
STU-01603,78.5,77.1,0.497,0,1,34.6,2,0
STU-01604,49.1,43.1,0.537,9,1,60.2,10,0
STU-01605,41.5,41.6,0.298,3,3,22.2,4,0
STU-01606,55.7,47.5,0.348,3,6,53.5,5,0
STU-01607,85.3,71.1,0.812,6,3,44.7,4,0
STU-01608,52.4,53.3,0.487,3,3,25.5,6,0
STU-01609,20.0,25.0,0.05,3,2,20.0,5,1
STU-01610,70.0,56.8,0.506,3,2,45.4,7,0
STU-01611,38.4,25.0,0.302,3,5,37.0,9,1
STU-01612,61.8,48.5,0.611,4,2,44.9,6,0
STU-01613,36.7,25.6,0.262,6,2,42.8,6,1
STU-01614,69.4,60.4,0.488,5,1,51.7,3,0
STU-01615,54.3,49.8,0.422,3,0,21.6,7,0
STU-01616,33.4,27.7,0.151,6,7,37.3,4,1
STU-01617,73.2,65.2,0.629,6,4,76.8,4,0
STU-01618,59.0,55.1,0.417,2,4,47.0,4,0
STU-01619,41.4,47.6,0.257,2,3,43.8,6,0
STU-01620,91.2,78.2,0.864,6,2,77.4,5,0
STU-01621,52.5,42.8,0.458,5,0,21.8,5,0
STU-01622,47.4,42.1,0.535,2,1,60.5,4,0
STU-01623,51.4,62.7,0.359,0,4,49.6,2,0
STU-01624,43.9,41.1,0.283,6,3,48.9,3,0
STU-01625,60.2,53.6,0.64,2,0,37.1,1,0
STU-01626,55.8,39.4,0.255,9,5,70.9,6,0
STU-01627,68.1,56.9,0.741,7,1,50.0,4,0
STU-01628,83.6,72.6,0.738,0,4,57.3,8,0
STU-01629,41.2,27.0,0.382,8,6,32.2,10,0
STU-01630,20.6,25.0,0.089,11,3,45.9,7,1
STU-01631,79.2,85.4,0.686,5,4,62.8,2,0
STU-01632,100.0,100.0,1.0,17,3,100.0,9,0
STU-01633,44.8,36.4,0.228,0,2,20.0,2,1
STU-01634,20.0,25.0,0.063,4,3,20.0,5,1
STU-01635,39.8,40.4,0.35,0,4,28.0,2,1
STU-01636,45.1,41.1,0.408,0,1,36.4,2,1
STU-01637,56.1,44.9,0.362,2,0,37.3,4,0
STU-01638,44.5,33.6,0.405,8,3,59.8,8,0
STU-01639,64.5,69.2,0.629,3,2,48.4,5,0
STU-01640,77.3,72.4,0.816,6,1,46.7,4,0
STU-01641,26.2,25.0,0.215,0,3,20.0,4,1
STU-01642,47.7,60.4,0.621,4,3,74.4,9,0
STU-01643,100.0,100.0,1.0,12,2,100.0,11,0
STU-01644,67.7,47.1,0.607,4,2,51.5,8,0
STU-01645,33.1,34.9,0.2,0,2,34.1,6,1
STU-01646,47.6,43.8,0.331,0,0,29.2,3,1
STU-01647,68.0,51.3,0.445,0,4,51.9,3,0
STU-01648,26.8,25.0,0.231,7,1,26.5,1,1
STU-01649,55.1,43.7,0.471,2,3,74.3,6,0
STU-01650,41.2,29.5,0.446,4,2,23.9,3,1
STU-01651,97.5,93.2,0.806,8,6,91.4,7,0
STU-01652,57.2,46.4,0.492,8,4,57.6,8,0
STU-01653,78.5,72.4,0.59,2,6,86.4,7,0
STU-01654,34.7,25.0,0.21,1,4,34.3,5,1
STU-01655,71.3,66.3,0.611,8,4,62.8,5,0
STU-01656,60.3,70.4,0.498,2,4,62.4,2,0
STU-01657,38.1,31.1,0.318,3,0,24.9,5,1
STU-01658,54.7,47.8,0.245,4,3,56.5,10,0
STU-01659,78.5,86.2,0.752,3,2,46.2,3,0
STU-01660,30.5,25.3,0.287,1,3,49.1,0,1
STU-01661,20.1,29.3,0.05,0,1,20.1,4,1
STU-01662,38.3,64.5,0.46,0,1,32.0,4,0
STU-01663,58.9,25.0,0.351,6,1,40.3,3,0
STU-01664,55.0,45.5,0.521,5,1,59.7,4,0
STU-01665,52.9,45.6,0.683,4,2,56.9,5,0
STU-01666,30.1,25.0,0.379,5,2,20.0,3,1
STU-01667,37.1,28.4,0.494,13,1,20.0,6,1
STU-01668,43.4,57.6,0.241,0,1,31.5,2,1
STU-01669,45.8,35.0,0.158,0,2,20.0,2,1
STU-01670,20.0,25.0,0.05,2,4,20.0,5,1
STU-01671,66.7,60.1,0.434,0,6,64.3,4,0
STU-01672,50.7,54.2,0.312,0,0,56.9,3,0
STU-01673,37.2,25.0,0.259,2,9,55.0,4,0
STU-01674,20.0,25.0,0.059,0,1,20.0,4,1
STU-01675,85.1,84.3,0.679,3,0,64.1,5,0
STU-01676,60.6,52.1,0.42,6,10,84.2,10,0
STU-01677,100.0,99.0,0.882,3,2,88.8,4,0
STU-01678,75.0,57.8,0.574,7,3,61.1,9,0
STU-01679,56.4,65.2,0.577,1,2,35.9,3,0
STU-01680,45.0,59.0,0.522,3,1,65.1,4,0
STU-01681,82.7,81.6,0.87,9,1,68.5,4,0
STU-01682,67.6,51.5,0.462,4,1,74.2,6,0
STU-01683,62.3,54.6,0.485,0,5,44.7,1,0
STU-01684,55.6,31.4,0.28,0,0,34.3,3,1
STU-01685,26.8,30.4,0.153,0,1,20.0,6,1
STU-01686,47.9,26.7,0.269,1,2,36.5,3,1
STU-01687,72.0,71.8,0.718,0,2,42.8,6,0
STU-01688,78.2,68.9,0.578,0,2,72.6,3,0
STU-01689,63.5,62.8,0.662,15,2,91.2,12,0
STU-01690,45.5,58.8,0.455,9,2,45.6,8,0
STU-01691,67.1,57.9,0.642,8,10,69.3,0,0
STU-01692,46.2,43.9,0.431,0,0,45.3,4,1
STU-01693,66.1,54.2,0.546,0,1,55.4,5,0
STU-01694,20.0,25.0,0.05,4,1,20.0,7,1
STU-01695,50.0,30.3,0.41,5,5,42.2,8,0
STU-01696,31.7,25.0,0.05,0,2,20.0,2,1
STU-01697,20.0,25.0,0.05,0,1,20.1,3,1
STU-01698,30.7,27.1,0.175,4,3,36.4,4,1
STU-01699,33.2,28.0,0.177,0,3,20.0,3,1
STU-01700,43.6,49.5,0.32,0,1,20.0,2,1
STU-01701,72.2,63.3,0.615,0,0,47.6,1,0
STU-01702,46.3,58.1,0.248,2,2,37.3,1,0
STU-01703,31.6,25.0,0.315,2,6,26.4,2,1
STU-01704,51.7,64.8,0.447,3,0,21.7,5,0
STU-01705,72.6,68.3,0.871,9,3,80.9,9,0
STU-01706,33.7,29.0,0.211,1,1,20.0,1,1
STU-01707,26.1,25.6,0.141,1,2,39.4,3,1
STU-01708,62.6,60.6,0.609,5,1,64.9,6,0
STU-01709,53.5,55.0,0.41,4,1,40.5,5,0
STU-01710,55.2,72.8,0.616,0,0,58.4,6,0
STU-01711,63.4,63.2,0.542,4,2,59.4,8,0
STU-01712,79.9,65.7,0.682,9,3,83.3,8,0
STU-01713,43.4,37.2,0.466,6,2,39.1,4,0
STU-01714,66.4,52.4,0.581,9,4,61.2,5,0
STU-01715,47.5,33.5,0.205,0,3,24.2,4,1
STU-01716,28.9,25.0,0.265,2,3,20.9,2,1
STU-01717,22.3,25.0,0.082,1,5,46.3,5,1
STU-01718,73.7,65.2,0.474,3,1,53.9,5,0
STU-01719,48.8,25.0,0.376,2,2,45.6,3,1
STU-01720,28.3,25.0,0.13,0,4,20.0,4,1
STU-01721,59.6,60.7,0.344,5,1,24.1,3,0
STU-01722,57.3,77.7,0.511,0,4,64.8,2,0
STU-01723,22.8,25.0,0.05,2,4,24.5,3,1
STU-01724,24.1,25.0,0.227,2,2,24.2,8,1
STU-01725,35.7,29.7,0.224,0,2,20.0,3,1
STU-01726,85.5,61.9,0.707,4,3,85.7,8,0
STU-01727,61.6,65.3,0.565,3,2,55.4,3,0
STU-01728,71.8,66.5,0.549,8,2,58.6,4,0
STU-01729,54.2,52.8,0.453,10,4,34.7,4,0
STU-01730,35.2,25.0,0.29,8,1,30.4,1,1
STU-01731,72.1,68.7,0.625,2,1,54.8,4,0
STU-01732,37.9,45.0,0.323,0,3,48.4,1,1
STU-01733,51.3,51.9,0.414,1,9,62.6,7,0
STU-01734,76.6,43.2,0.612,8,3,52.5,1,0
STU-01735,48.9,55.7,0.376,0,1,51.4,2,0
STU-01736,48.1,53.4,0.329,0,1,22.8,4,1
STU-01737,63.4,79.6,0.551,6,3,52.1,3,0
STU-01738,70.8,73.8,0.603,4,6,85.2,9,0
STU-01739,20.0,25.0,0.083,0,3,20.0,1,1
STU-01740,20.0,25.0,0.05,2,1,20.0,1,1
STU-01741,88.0,65.2,0.684,7,1,70.2,3,0
STU-01742,65.7,81.5,0.487,0,1,46.6,3,0
STU-01743,30.2,25.0,0.131,0,3,20.0,2,1
STU-01744,34.0,29.4,0.346,8,4,41.3,10,0
STU-01745,67.1,58.6,0.539,7,7,76.6,18,0
STU-01746,67.6,68.2,0.51,1,3,26.8,2,0
STU-01747,94.1,75.6,0.602,0,1,41.7,2,0
STU-01748,64.7,61.9,0.363,0,4,60.5,8,0
STU-01749,49.8,42.2,0.481,1,4,39.1,5,0
STU-01750,43.0,35.0,0.444,10,5,45.1,8,0
STU-01751,46.3,50.6,0.274,0,1,31.4,3,1
STU-01752,57.5,42.4,0.373,3,2,43.3,6,0
STU-01753,52.4,26.7,0.306,6,4,32.8,4,1
STU-01754,81.7,83.9,0.638,0,4,49.0,6,0
STU-01755,100.0,90.4,0.879,4,4,90.1,5,0
STU-01756,58.5,70.7,0.525,0,3,45.5,3,0
STU-01757,44.0,29.6,0.37,2,2,42.8,3,1
STU-01758,64.9,58.7,0.574,4,2,33.1,4,0
STU-01759,66.3,82.1,0.711,11,4,66.0,8,0
STU-01760,68.8,74.0,0.618,2,1,43.3,3,0
STU-01761,61.6,70.2,0.265,0,1,39.4,1,0
STU-01762,65.6,55.7,0.49,0,0,44.0,6,0
STU-01763,72.4,63.1,0.596,3,4,36.4,2,0
STU-01764,68.1,72.8,0.552,5,4,74.1,7,0
STU-01765,59.0,56.4,0.572,6,1,55.8,1,0
STU-01766,28.6,25.0,0.244,6,5,47.9,8,0
STU-01767,52.3,69.7,0.645,6,5,69.7,4,0
STU-01768,31.3,37.4,0.23,0,4,45.4,3,1
STU-01769,21.6,29.3,0.05,0,0,20.0,8,1
STU-01770,77.1,70.2,0.751,0,3,79.0,3,0
STU-01771,94.7,90.8,0.85,5,2,84.2,6,0
STU-01772,77.4,88.3,0.601,0,2,44.1,2,0
STU-01773,60.9,58.5,0.792,5,2,77.1,3,0
STU-01774,90.1,79.4,0.851,8,2,63.0,1,0
STU-01775,52.3,41.5,0.558,5,4,41.0,7,0
STU-01776,23.1,47.4,0.094,0,1,24.0,3,1
STU-01777,25.8,25.0,0.05,0,3,20.0,1,1
STU-01778,74.4,66.6,0.723,12,6,91.1,7,0
STU-01779,49.1,38.6,0.452,0,2,54.2,2,0
STU-01780,27.5,26.5,0.05,0,3,20.0,2,1
STU-01781,54.8,64.4,0.621,8,1,66.7,2,0
STU-01782,56.0,48.2,0.42,0,1,20.0,2,1
STU-01783,90.2,82.2,0.876,5,0,54.8,8,0
STU-01784,78.8,81.6,0.63,5,4,89.1,5,0
STU-01785,60.7,49.6,0.565,11,2,52.1,13,0
STU-01786,64.7,47.9,0.606,2,1,55.3,1,0
STU-01787,55.7,40.3,0.461,5,1,54.6,8,0
STU-01788,65.0,52.2,0.748,12,1,59.8,3,0
STU-01789,48.8,25.0,0.32,11,4,58.8,11,0
STU-01790,50.3,34.1,0.271,0,0,29.8,2,1
STU-01791,48.0,43.3,0.354,4,1,30.6,2,1
STU-01792,36.2,27.7,0.487,11,4,65.1,10,0
STU-01793,75.9,69.1,0.653,4,1,72.5,3,0
STU-01794,73.2,49.9,0.484,0,4,56.2,9,0
STU-01795,32.8,25.0,0.317,4,2,20.0,7,1
STU-01796,69.0,67.6,0.469,6,1,61.9,8,0
STU-01797,89.1,80.0,0.932,10,5,43.7,5,0
STU-01798,67.8,70.5,0.529,0,0,48.8,2,0
STU-01799,73.1,55.5,0.533,3,8,72.1,8,0
STU-01800,55.6,61.4,0.385,0,4,34.4,4,0
STU-01801,31.3,26.8,0.328,0,4,34.9,4,1
STU-01802,23.5,32.3,0.1,0,1,20.0,4,1
STU-01803,45.0,42.1,0.226,0,3,20.4,1,1
STU-01804,65.5,60.3,0.491,0,4,59.9,3,0
STU-01805,90.2,83.0,0.614,6,4,66.2,8,0
STU-01806,81.7,65.9,0.63,0,3,40.0,4,0
STU-01807,68.9,65.8,0.545,8,1,30.4,4,0
STU-01808,30.8,25.0,0.278,4,5,30.9,4,1
STU-01809,67.7,56.3,0.507,8,2,50.0,7,0
STU-01810,65.3,52.5,0.521,2,4,49.0,6,0
STU-01811,52.1,52.9,0.409,5,3,55.2,7,0
STU-01812,40.6,36.1,0.389,1,1,34.7,2,1
STU-01813,73.5,62.3,0.734,4,2,65.0,8,0
STU-01814,45.3,31.6,0.301,2,2,41.0,5,1
STU-01815,47.5,41.9,0.348,8,2,55.6,3,0
STU-01816,70.0,58.4,0.586,3,3,48.2,5,0
STU-01817,50.0,36.2,0.381,2,2,31.3,3,0
STU-01818,70.6,56.5,0.348,4,0,50.7,1,0
STU-01819,66.2,67.7,0.929,14,6,85.1,5,0
STU-01820,33.8,25.0,0.255,0,4,21.0,5,1
STU-01821,53.9,41.4,0.469,5,5,61.8,4,0
STU-01822,81.8,77.0,0.848,8,4,89.9,7,0
STU-01823,39.3,51.2,0.229,6,1,39.8,7,1
STU-01824,20.0,25.0,0.124,2,5,20.0,3,1
STU-01825,20.0,25.0,0.05,0,2,20.0,1,1
STU-01826,69.4,62.5,0.561,9,4,41.2,7,0
STU-01827,49.9,25.0,0.172,0,4,25.8,4,1
STU-01828,59.8,34.5,0.624,9,2,73.8,10,0
STU-01829,81.4,71.9,0.627,2,3,73.9,4,0
STU-01830,20.0,25.0,0.158,4,4,20.0,7,1
STU-01831,57.2,51.5,0.318,0,1,38.6,4,0
STU-01832,73.1,75.1,0.724,2,6,76.5,13,0
STU-01833,38.6,36.1,0.457,3,3,25.6,6,1
STU-01834,58.0,33.1,0.508,1,1,39.1,6,0
STU-01835,44.1,35.7,0.358,3,5,55.4,5,0
STU-01836,33.2,32.7,0.292,1,5,34.4,4,1
STU-01837,76.0,60.1,0.817,14,6,88.8,5,0
STU-01838,92.7,78.6,0.799,5,1,69.7,5,0
STU-01839,98.4,100.0,0.782,6,2,63.8,5,0
STU-01840,62.5,46.7,0.611,6,2,27.8,1,0
STU-01841,100.0,100.0,1.0,5,3,54.7,3,0
STU-01842,55.3,43.4,0.431,1,2,39.0,6,0
STU-01843,70.9,80.7,0.421,0,3,55.5,4,0
STU-01844,39.7,46.7,0.364,6,6,67.4,9,0
STU-01845,63.4,54.1,0.425,5,4,54.0,2,0
STU-01846,49.8,57.5,0.475,0,4,27.8,1,0
STU-01847,100.0,100.0,0.873,4,3,90.8,1,0
STU-01848,73.4,42.3,0.543,5,7,79.8,10,0
STU-01849,57.3,25.0,0.435,9,2,49.3,7,0
STU-01850,78.3,83.3,0.6,4,8,71.6,5,0
STU-01851,50.3,55.9,0.482,7,4,35.4,7,0
STU-01852,52.9,58.4,0.41,3,5,38.2,6,0
STU-01853,77.0,67.8,0.676,0,3,43.0,5,0
STU-01854,52.2,41.3,0.378,3,0,51.4,1,0
